R0001,GFAP,0,25.07,,,Variant,Number,Sample,Time,,Class,Group,0,Average,0.1,0.2,0.3,0.4,0.5,0.6,Average,DeltaCq,DeltaDeltaCt,DeltaDeltaCt-SH,FoldChange,FoldChange-SH,,DeltaCqExp,DeltaCqExp,,FoldChange-N,FoldChange-SH,,,,,,,,,
,,2.3,,,,0.2,86,R0086,96,L/H,L/H 96 HR,Treatment 3,28.65,28.65,35.76,35.76,35.76,,,,35.76,7.11,7.11,7.11,0.007238969,0.007238969,,0.007238969,0.007238969,,0.006388559,0.314809214,,,,,,,,,
,,2.4,,,,0.3,86,R0086,96,L/H,L/H 96 HR,Treatment 3,28.65,28.65,35.15,35.15,35.15,,,,35.15,6.5,6.5,6.5,0.011048543,0.011048543,,0.011048543,0.011048543,,0.009750597,0.480480462,,,,,,,,,
,,2.5,,,,0.4,86,R0086,96,L/H,L/H 96 HR,Treatment 3,28.65,28.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.6,,,,0,87,R0087,24,L/H,L/H 24 HR,Treatment 1,28.25,28.25,34.75,35.25,35.27,,,,35.09,6.84,6.498890333,6.538901475,0.011057045,0.010754606,,0.008728806,0.008728806,,0.842991169,0.737857468,,,,,,,,,
,,2.7,,,,0.1,87,R0087,24,L/H,L/H 24 HR,Treatment 1,28.25,28.25,34.75,34.75,34.75,,,,34.75,6.5,6.158890333,6.198901475,0.013995527,0.013612714,,0.011048543,0.011048543,,1.067021631,0.933947955,,,,,,,,,
,,2.8,,,,0.2,87,R0087,24,L/H,L/H 24 HR,Treatment 1,28.25,28.25,35.25,35.25,35.25,,,,35.25,7,6.658890333,6.698901475,0.009896332,0.009625642,,0.0078125,0.0078125,,0.754498231,0.660400933,,,,,,,,,
,,2.9,,,,0.3,87,R0087,24,L/H,L/H 24 HR,Treatment 1,28.25,28.25,35.27,35.27,35.27,,,,35.27,7.02,6.678890333,6.718901475,0.009760087,0.009493123,,0.007704943,0.007704943,,0.744110831,0.651308998,,,,,,,,,
,,3,,,,0.4,87,R0087,24,L/H,L/H 24 HR,Treatment 1,28.25,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.1,,,,0,88,R0088,24,L/H,L/H 24 HR,Treatment 1,28.53,28.53,34.3,34.12,34.54,,,,34.32,5.79,5.448890333,5.488901475,0.022893941,0.022267733,,0.018073253,0.018073253,,1.745438377,1.527755911,,,,,,,,,
,,3.2,,,,0.1,88,R0088,24,L/H,L/H 24 HR,Treatment 1,28.53,28.53,34.3,34.3,34.3,,,,34.3,5.77,5.428890333,5.468901475,0.023213529,0.022578579,,0.018325546,0.018325546,,1.769803789,1.549082588,,,,,,,,,
,,3.3,,,,0.2,88,R0088,24,L/H,L/H 24 HR,Treatment 1,28.53,28.53,34.12,34.12,34.12,,,,34.12,5.59,5.248890333,5.288901475,0.026298233,0.025578909,,0.020760716,0.020760716,,2.004982192,1.754930701,,,,,,,,,
,,3.4,,,,0.3,88,R0088,24,L/H,L/H 24 HR,Treatment 1,28.53,28.53,34.54,34.54,34.54,,,,34.54,6.01,5.668890333,5.708901475,0.019655947,0.019118306,,0.01551707,0.01551707,,1.498573062,1.31167842,,,,,,,,,
,,3.5,,,,0.4,88,R0088,24,L/H,L/H 24 HR,Treatment 1,28.53,28.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.6,,,,0,89,R0089,48,N,N 48 HR,Control 2,27.45,27.45,33.65,33.81,34.45,,,,33.97,6.52,6.52,6.52,0.010896435,0.010896435,,0.010896435,0.010896435,,0.012147834,0.756969746,,,,,,,,,
,,3.7,,,,0.1,89,R0089,48,N,N 48 HR,Control 2,27.45,27.45,33.65,33.65,33.65,,,,33.65,6.2,6.2,6.2,0.013602353,0.013602353,,0.013602353,0.013602353,,0.015164512,0.944948458,,,,,,,,,
,,3.8,,,,0.2,89,R0089,48,N,N 48 HR,Control 2,27.45,27.45,33.81,33.81,33.81,,,,33.81,6.36,6.36,6.36,0.012174447,0.012174447,,0.012174447,0.012174447,,0.013572619,0.845752561,,,,,,,,,
,,3.9,,,,0.3,89,R0089,48,N,N 48 HR,Control 2,27.45,27.45,34.45,34.45,34.45,,,,34.45,7,7,7,0.0078125,0.0078125,,0.0078125,0.0078125,,0.008709725,0.54273037,,,,,,,,,
,,4,,,,0.4,89,R0089,48,N,N 48 HR,Control 2,27.45,27.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.1,,,,0,90,R0090,96,RV (P10),RV (P10) 96 HR,Treatment 3,27.69,27.69,35.12,34.83,34.1,,,,34.68333333,6.993333333,6.993333333,6.993333333,0.007848685,0.007848685,,0.007848685,0.007848685,,0.006926647,0.341324609,,,,,,,,,
,,4.2,,,,0.1,90,R0090,96,RV (P10),RV (P10) 96 HR,Treatment 3,27.69,27.69,35.12,35.12,35.12,,,,35.12,7.43,7.43,7.43,0.00579892,0.00579892,,0.00579892,0.00579892,,0.005117682,0.252184178,,,,,,,,,
,,4.3,,,,0.2,90,R0090,96,RV (P10),RV (P10) 96 HR,Treatment 3,27.69,27.69,34.83,34.83,34.83,,,,34.83,7.14,7.14,7.14,0.007089993,0.007089993,,0.007089993,0.007089993,,0.006257084,0.308330534,,,,,,,,,
,,4.4,,,,0.3,90,R0090,96,RV (P10),RV (P10) 96 HR,Treatment 3,27.69,27.69,34.1,34.1,34.1,,,,34.1,6.41,6.41,6.41,0.01175974,0.01175974,,0.01175974,0.01175974,,0.010378245,0.511409076,,,,,,,,,
,,4.5,,,,0.4,90,R0090,96,RV (P10),RV (P10) 96 HR,Treatment 3,27.69,27.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.6,,,,0,91,R0091,96,RV (P10),RV (P10) 96 HR,Treatment 3,27.28,27.28,33.8,34.14,34.65,,,,34.19666667,6.916666667,6.916666667,6.916666667,0.008277055,0.008277055,,0.008277055,0.008277055,,0.007304694,0.359953638,,,,,,,,,
,,4.7,,,,0.1,91,R0091,96,RV (P10),RV (P10) 96 HR,Treatment 3,27.28,27.28,33.8,33.8,33.8,,,,33.8,6.52,6.52,6.52,0.010896435,0.010896435,,0.010896435,0.010896435,,0.009616358,0.473865545,,,,,,,,,
,,4.8,,,,0.2,91,R0091,96,RV (P10),RV (P10) 96 HR,Treatment 3,27.28,27.28,34.14,34.14,34.14,,,,34.14,6.86,6.86,6.86,0.008608634,0.008608634,,0.008608634,0.008608634,,0.00759732,0.374373357,,,,,,,,,
,,4.9,,,,0.3,91,R0091,96,RV (P10),RV (P10) 96 HR,Treatment 3,27.28,27.28,34.65,34.65,34.65,,,,34.65,7.37,7.37,7.37,0.006045176,0.006045176,,0.006045176,0.006045176,,0.005335008,0.262893371,,,,,,,,,
,,5,,,,0.4,91,R0091,96,RV (P10),RV (P10) 96 HR,Treatment 3,27.28,27.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.1,,,,0,92,R0092,24,RV (P10),RV (P10) 24 HR,Treatment 1,29.4135311,29.4135311,29.58657642,30.61990781,31.17575007,,,,30.46074477,1.047213669,0.706104002,0.746115144,0.61297324,0.59620685,,0.48390184,0.48390184,,46.73319455,40.904861,,,,,,,,,
,,5.2,,,,0.1,92,R0092,24,RV (P10),RV (P10) 24 HR,Treatment 1,29.4135311,29.4135311,29.58657642,29.58657642,29.58657642,,,,29.58657642,0.173045322,-0.168064345,-0.128053203,1.123550013,1.092818039,,0.886968441,0.886968441,,85.65966328,74.97661252,,,,,,,,,
,,5.3,,,,0.2,92,R0092,24,RV (P10),RV (P10) 24 HR,Treatment 1,29.4135311,29.4135311,30.61990781,30.61990781,30.61990781,,,,30.61990781,1.206376713,0.865267046,0.905278188,0.548944786,0.533929739,,0.43335561,0.43335561,,41.85165328,36.63212148,,,,,,,,,
,,5.4,,,,0.3,92,R0092,24,RV (P10),RV (P10) 24 HR,Treatment 1,29.4135311,29.4135311,31.17575007,31.17575007,31.17575007,,,,31.17575007,1.762218972,1.421109305,1.461120447,0.373425071,0.363210937,,0.294794401,0.294794401,,28.46999729,24.91935964,,,,,,,,,
,,5.5,,,,0.4,92,R0092,24,RV (P10),RV (P10) 24 HR,Treatment 1,29.4135311,29.4135311,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.6,,,,0,93,R0093,48,S/H,S/H 48 HR,Treatment 2,32.10706124,32.10706124,29.51875098,32.01333652,30.28699806,,,,,,,,,,,,,,,,,,,,,,,,
,,5.7,,,,0.1,93,R0093,48,S/H,S/H 48 HR,Treatment 2,32.10706124,32.10706124,29.51875098,29.51875098,29.51875098,,,,,,,,,,,,,,,,,,,,,,,,
,,5.8,,,,0.2,93,R0093,48,S/H,S/H 48 HR,Treatment 2,32.10706124,32.10706124,32.01333652,32.01333652,32.01333652,,,,,,,,,,,,,,,,,,,,,,,,
,,5.9,,,,0.3,93,R0093,48,S/H,S/H 48 HR,Treatment 2,32.10706124,32.10706124,30.28699806,30.28699806,30.28699806,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,0.4,93,R0093,48,S/H,S/H 48 HR,Treatment 2,32.10706124,32.10706124,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.1,,,,0,94,R0094,24,L/H,L/H 24 HR,Treatment 1,32.20553182,32.20553182,31.43017281,30.95202262,29.81065878,,,,30.73095141,-1.474580412,-1.815690079,-1.775678937,3.520279742,3.423991064,,2.77902808,2.77902808,,268.3867865,234.9149101,,,,,,,,,
,,6.2,,,,0.1,94,R0094,24,L/H,L/H 24 HR,Treatment 1,32.20553182,32.20553182,31.43017281,31.43017281,31.43017281,,,,31.43017281,-0.775359006,-1.116468672,-1.07645753,2.168156164,2.108851533,,1.711615923,1.711615923,,165.3006318,144.6851522,,,,,,,,,
,,6.3,,,,0.2,94,R0094,24,L/H,L/H 24 HR,Treatment 1,32.20553182,32.20553182,30.95202262,30.95202262,30.95202262,,,,30.95202262,-1.253509194,-1.59461886,-1.554607719,3.020147186,2.937538415,,2.384206497,2.384206497,,230.2565868,201.5401208,,,,,,,,,
,,6.4,,,,0.3,94,R0094,24,L/H,L/H 24 HR,Treatment 1,32.20553182,32.20553182,29.81065878,29.81065878,29.81065878,,,,29.81065878,-2.394873036,-2.735982703,-2.695971561,6.662126291,6.479900053,,5.259308177,5.259308177,,507.9217555,444.5762591,,,,,,,,,
,,6.5,,,,0.4,94,R0094,24,L/H,L/H 24 HR,Treatment 1,32.20553182,32.20553182,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.6,,,,0,95,R0095,24,L/H,L/H 24 HR,Treatment 1,29.93160021,29.93160021,29.95876179,31.74007989,38.56673676,,,,33.42185948,3.490259267,3.1491496,3.189160742,0.112722733,0.109639477,,0.088987144,0.088987144,,8.59400226,7.522200682,,,,,,,,,
,,6.7,,,,0.1,95,R0095,24,L/H,L/H 24 HR,Treatment 1,29.93160021,29.93160021,29.95876179,29.95876179,29.95876179,,,,29.95876179,0.027161579,-0.313948088,-0.273936946,1.243104938,1.20910283,,0.981349149,0.981349149,,94.77455316,82.95473829,,,,,,,,,
,,6.8,,,,0.2,95,R0095,24,L/H,L/H 24 HR,Treatment 1,29.93160021,29.93160021,31.74007989,31.74007989,31.74007989,,,,31.74007989,1.808479678,1.467370011,1.507381153,0.361640959,0.351749151,,0.285491624,0.285491624,,27.57157439,24.13298361,,,,,,,,,
,,6.9,,,,0.3,95,R0095,24,L/H,L/H 24 HR,Treatment 1,29.93160021,29.93160021,38.56673676,38.56673676,38.56673676,,,,38.56673676,8.635136543,8.294026876,8.334038018,0.003186025,0.003098879,,0.002515156,0.002515156,,0.242903112,0.212609434,,,,,,,,,
,,7,,,,0.4,95,R0095,24,L/H,L/H 24 HR,Treatment 1,29.93160021,29.93160021,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.1,,,,0,96,R0096,48,L/H,L/H 48 HR,Treatment 2,29.4861728,29.4861728,30.79483763,30.46404867,32.20170297,,,,31.15352976,1.667356961,1.667356961,1.667356961,0.314829588,0.314829588,,0.314829588,0.314829588,,0.350986136,21.87105008,,,,,,,,,
,,7.2,,,,0.1,96,R0096,48,L/H,L/H 48 HR,Treatment 2,29.4861728,29.4861728,30.79483763,30.79483763,30.79483763,,,,30.79483763,1.308664834,1.308664834,1.308664834,0.403694312,0.403694312,,0.403694312,0.403694312,,0.450056514,28.04443691,,,,,,,,,
,,7.3,,,,0.2,96,R0096,48,L/H,L/H 48 HR,Treatment 2,29.4861728,29.4861728,30.46404867,30.46404867,30.46404867,,,,30.46404867,0.977875873,0.977875873,0.977875873,0.507726732,0.507726732,,0.507726732,0.507726732,,0.566036518,35.27151581,,,,,,,,,
,,7.4,,,,0.3,96,R0096,48,L/H,L/H 48 HR,Treatment 2,29.4861728,29.4861728,32.20170297,32.20170297,32.20170297,,,,32.20170297,2.715530177,2.715530177,2.715530177,0.152245324,0.152245324,,0.152245324,0.152245324,,0.169729911,10.5764046,,,,,,,,,
,,7.5,,,,0.4,96,R0096,48,L/H,L/H 48 HR,Treatment 2,29.4861728,29.4861728,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.6,,,,0,97,R0097,48,L/H,L/H 48 HR,Treatment 2,30.29623588,30.29623588,32.33314623,31.63042402,32.28144269,,,,32.08167098,1.785435103,1.785435103,1.785435103,0.290088477,0.290088477,,0.290088477,0.290088477,,0.323403637,20.15229781,,,,,,,,,
,,7.7,,,,0.1,97,R0097,48,L/H,L/H 48 HR,Treatment 2,30.29623588,30.29623588,32.33314623,32.33314623,32.33314623,,,,32.33314623,2.036910355,2.036910355,2.036910355,0.243685049,0.243685049,,0.243685049,0.243685049,,0.271671015,16.92867544,,,,,,,,,
,,7.8,,,,0.2,97,R0097,48,L/H,L/H 48 HR,Treatment 2,30.29623588,30.29623588,31.63042402,31.63042402,31.63042402,,,,31.63042402,1.334188147,1.334188147,1.334188147,0.396615194,0.396615194,,0.396615194,0.396615194,,0.442164396,27.55265422,,,,,,,,,
,,7.9,,,,0.3,97,R0097,48,L/H,L/H 48 HR,Treatment 2,30.29623588,30.29623588,32.28144269,32.28144269,32.28144269,,,,32.28144269,1.985206809,1.985206809,1.985206809,0.252576652,0.252576652,,0.252576652,0.252576652,,0.281583773,17.54637055,,,,,,,,,
,,8,,,,0.4,97,R0097,48,L/H,L/H 48 HR,Treatment 2,30.29623588,30.29623588,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.1,,,,0,98,R0098,96,L/H,L/H 96 HR,Treatment 3,29.45122802,29.45122802,30.68242284,30.27623915,30.12310252,,,,30.36058817,0.909360146,0.909360146,0.909360146,0.532421175,0.532421175,,0.532421175,0.532421175,,0.469874085,23.15399968,,,,,,,,,
,,8.2,,,,0.1,98,R0098,96,L/H,L/H 96 HR,Treatment 3,29.45122802,29.45122802,30.68242284,30.68242284,30.68242284,,,,30.68242284,1.231194817,1.231194817,1.231194817,0.425964523,0.425964523,,0.425964523,0.425964523,,0.37592361,18.52439929,,,,,,,,,
,,8.3,,,,0.2,98,R0098,96,L/H,L/H 96 HR,Treatment 3,29.45122802,29.45122802,30.27623915,30.27623915,30.27623915,,,,30.27623915,0.825011124,0.825011124,0.825011124,0.56447785,0.56447785,,0.56447785,0.56447785,,0.498164847,24.54808446,,,,,,,,,
,,8.4,,,,0.3,98,R0098,96,L/H,L/H 96 HR,Treatment 3,29.45122802,29.45122802,30.12310252,30.12310252,30.12310252,,,,30.12310252,0.671874497,0.671874497,0.671874497,0.627690597,0.627690597,,0.627690597,0.627690597,,0.553951569,27.29708844,,,,,,,,,
,,8.5,,,,0.4,98,R0098,96,L/H,L/H 96 HR,Treatment 3,29.45122802,29.45122802,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.6,,,,0,99,R0099,96,L/H,L/H 96 HR,Treatment 3,31.42722645,31.42722645,33.28709565,33.18275192,33.65288926,,,,33.37424561,1.947019159,1.947019159,1.947019159,0.25935154,0.25935154,,0.25935154,0.25935154,,0.228883773,11.27871272,,,,,,,,,
,,8.7,,,,0.1,99,R0099,96,L/H,L/H 96 HR,Treatment 3,31.42722645,31.42722645,33.28709565,33.28709565,33.28709565,,,,33.28709565,1.859869195,1.859869195,1.859869195,0.275501257,0.275501257,,0.275501257,0.275501257,,0.243136274,11.98103365,,,,,,,,,
,,8.8,,,,0.2,99,R0099,96,L/H,L/H 96 HR,Treatment 3,31.42722645,31.42722645,33.18275192,33.18275192,33.18275192,,,,33.18275192,1.755525471,1.755525471,1.755525471,0.296165301,0.296165301,,0.296165301,0.296165301,,0.261372775,12.87967425,,,,,,,,,
,,8.9,,,,0.3,99,R0099,96,L/H,L/H 96 HR,Treatment 3,31.42722645,31.42722645,33.65288926,33.65288926,33.65288926,,,,33.65288926,2.225662811,2.225662811,2.225662811,0.213800508,0.213800508,,0.213800508,0.213800508,,0.188683927,9.297783671,,,,,,,,,
,,9,,,,0.4,99,R0099,96,L/H,L/H 96 HR,Treatment 3,31.42722645,31.42722645,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
